"id","lab_method_id","nutrient_id"
"1251","1079","1264"
"1252","1075","1265"
"1253","1074","1265"
"1254","1079","1265"
"1255","1075","1266"
"1256","1074","1266"
"1257","1079","1266"
"1258","1075","1267"
"1259","1074","1267"
"1260","1079","1267"
"1261","1075","1271"
"1262","1074","1271"
"1263","1079","1271"
"1264","1075","1272"
"1265","1074","1272"
"1266","1079","1272"
"1267","1075","1274"
"1268","1074","1274"
"1269","1079","1274"
"1270","1075","1277"
"1271","1074","1277"
"1272","1079","1277"
"1273","1075","1278"
"1274","1074","1278"
"1275","1079","1278"
"1276","1079","1280"
"1277","1074","1299"
"1278","1079","1299"
"1279","1075","1300"
"1280","1074","1300"
"1281","1079","1300"
"1282","1075","1301"
"1283","1074","1301"
"1284","1079","1301"
"1285","1074","1303"
"1286","1079","1303"
"1287","1075","1304"
"1288","1074","1304"
"1289","1079","1304"
"1290","1079","1306"
"1291","1075","1311"
"1292","1074","1311"
"1293","1079","1311"
"1294","1075","1313"
"1295","1074","1313"
"1296","1079","1313"
"1297","1075","1314"
"1298","1074","1314"
"1299","1079","1314"
"1300","1075","1315"
"1301","1074","1315"
"1302","1079","1315"
"1303","1075","1316"
"1304","1074","1316"
"1305","1079","1316"
"1306","1075","1323"
"1307","1074","1323"
"1308","1074","1404"
"1309","1079","1404"
"1310","1079","1406"
"1311","1085","1177"
"1312","1064","1079"
"1313","1162","1261"
"1314","1110","1264"
"1315","1149","1231"
"1316","1116","1051"
"1317","1109","1091"
"1318","1060","1075"
"1319","1149","1225"
"1320","1110","1261"
"1321","1042","1268"
"1322","1179","1087"
"1323","1118","1105"
"1324","1159","1126"
"1325","1087","1108"
"1326","1149","1234"
"1327","1110","1316"
"1328","1111","1277"
"1329","1162","1267"
"1330","1162","1264"
"1331","1170","1079"
"1332","1167","1093"
"1333","1024","1075"
"1334","1152","1218"
"1335","1181","1193"
"1336","1092","1223"
"1337","1152","1221"
"1338","1150","1273"
"1339","1086","1253"
"1340","1166","1215"
"1341","1042","1409"
"1342","1092","1226"
"1343","1130","1109"
"1344","1150","1276"
"1345","1149","1212"
"1346","1182","1286"
"1347","1133","1167"
"1348","1152","1227"
"1349","1150","1279"
"1350","1168","1089"
"1351","1143","1007"
"1352","1060","1010"
"1353","1162","1405"
"1354","1075","1306"
"1355","1079","1405"
"1356","1122","1002"
"1357","1131","1170"
"1358","1075","1303"
"1359","1152","1224"
"1360","1150","1411"
"1361","1110","1271"
"1362","1095","1087"
"1363","1149","1218"
"1364","1110","1274"
"1365","1151","1269"
"1366","1055","1288"
"1367","1110","1277"
"1368","1075","1412"
"1369","1145","1219"
"1370","1111","1267"
"1371","1110","1280"
"1372","1150","1334"
"1373","1162","1277"
"1374","1106","1178"
"1375","1055","1294"
"1376","1145","1225"
"1377","1098","1051"
"1378","1119","1105"
"1379","1045","1110"
"1380","1145","1222"
"1381","1110","1300"
"1382","1110","1409"
"1383","1162","1280"
"1384","1137","1127"
"1385","1100","1051"
"1386","1134","1112"
"1387","1155","1166"
"1388","1092","1213"
"1389","1152","1211"
"1390","1181","1177"
"1391","1150","1263"
"1392","1060","1014"
"1393","1115","1003"
"1394","1144","1004"
"1395","1150","1266"
"1396","1162","1312"
"1397","1117","1109"
"1398","1061","1296"
"1399","1079","1312"
"1400","1097","1228"
"1401","1162","1315"
"1402","1079","1261"
"1403","1150","1272"
"1404","1183","1100"
"1405","1108","1110"
"1406","1123","1002"
"1407","1092","1225"
"1408","1152","1223"
"1409","1150","1275"
"1410","1172","1004"
"1411","1110","1267"
"1412","1127","1210"
"1413","1042","1325"
"1414","1162","1321"
"1415","1150","1278"
"1416","1182","1288"
"1417","1145","1226"
"1418","1182","1285"
"1419","1150","1410"
"1420","1112","1009"
"1421","1180","1051"
"1422","1061","1294"
"1423","1171","1215"
"1424","1150","1301"
"1425","1087","1122"
"1426","1137","1125"
"1427","1110","1273"
"1428","1167","1087"
"1429","1178","1186"
"1430","1110","1276"
"1431","1110","1299"
"1432","1162","1273"
"1433","1174","1004"
"1434","1093","1018"
"1435","1150","1333"
"1436","1110","1408"
"1437","1082","1002"
"1438","1075","1317"
"1439","1167","1090"
"1440","1176","1087"
"1441","1109","1092"
"1442","1162","1408"
"1443","1101","1177"
"1444","1095","1098"
"1445","1109","1095"
"1446","1092","1212"
"1447","1060","1013"
"1448","1104","1175"
"1449","1109","1098"
"1450","1148","1002"
"1451","1162","1334"
"1452","1109","1101"
"1453","1159","1130"
"1454","1137","1109"
"1455","1145","1213"
"1456","1055","1285"
"1457","1160","1177"
"1458","1091","1002"
"1459","1150","1262"
"1460","1176","1093"
"1461","1150","1265"
"1462","1159","1127"
"1463","1061","1287"
"1464","1110","1260"
"1465","1154","1110"
"1466","1147","1004"
"1467","1044","1083"
"1468","1090","1004"
"1469","1156","1107"
"1470","1162","1266"
"1471","1162","1263"
"1472","1099","1004"
"1473","1079","1412"
"1474","1103","1186"
"1475","1150","1323"
"1476","1111","1316"
"1477","1162","1260"
"1478","1169","1103"
"1479","1149","1219"
"1480","1145","1220"
"1481","1149","1222"
"1482","1152","1214"
"1483","1075","1333"
"1484","1111","1265"
"1485","1173","1311"
"1486","1128","1228"
"1487","1092","1219"
"1488","1152","1217"
"1489","1110","1315"
"1490","1152","1220"
"1491","1164","1051"
"1492","1145","1223"
"1493","1120","1101"
"1494","1092","1222"
"1495","1110","1307"
"1496","1146","1004"
"1497","1149","1211"
"1498","1181","1192"
"1499","1089","1004"
"1500","1079","1321"
"1501","1167","1095"
"1502","1075","1299"
"1503","1139","1007"
"1504","1110","1304"
"1505","1167","1098"
"1506","1092","1214"
"1507","1152","1212"
"1508","1150","1264"
"1509","1092","1217"
"1510","1176","1095"
"1511","1162","1310"
"1512","1110","1313"
"1513","1042","1317"
"1514","1141","1110"
"1515","1176","1092"
"1516","1149","1214"
"1517","1149","1217"
"1518","1145","1212"
"1519","1145","1218"
"1520","1092","1211"
"1521","1055","1284"
"1522","1096","1004"
"1523","1055","1287"
"1524","1079","1273"
"1525","1152","1215"
"1526","1102","1112"
"1527","1150","1267"
"1528","1110","1259"
"1529","1145","1221"
"1530","1092","1220"
"1531","1162","1313"
"1532","1159","1129"
"1533","1161","1103"
"1534","1110","1262"
"1535","1163","1051"
"1536","1162","1316"
"1537","1153","1162"
"1538","1176","1098"
"1539","1079","1276"
"1540","1150","1299"
"1541","1115","1002"
"1542","1061","1286"
"1543","1108","1111"
"1544","1113","1051"
"1545","1079","1411"
"1546","1087","1120"
"1547","1111","1315"
"1548","1061","1289"
"1549","1075","1280"
"1550","1088","1170"
"1551","1110","1265"
"1552","1075","1312"
"1553","1171","1216"
"1554","1079","1334"
"1555","1162","1265"
"1556","1150","1325"
"1557","1107","1110"
"1558","1095","1090"
"1559","1051","1117"
"1560","1121","1210"
"1561","1149","1221"
"1562","1042","1275"
"1563","1157","1113"
"1564","1114","1007"
"1565","1149","1227"
"1566","1184","1103"
"1567","1080","1178"
"1568","1060","1011"
"1569","1162","1274"
"1570","1152","1222"
"1571","1166","1216"
"1572","1095","1093"
"1573","1152","1225"
"1574","1092","1227"
"1575","1110","1323"
"1576","1079","1260"
"1577","1109","1090"
"1578","1162","1300"
"1579","1149","1224"
"1580","1109","1087"
"1581","1150","1280"
"1582","1162","1303"
"1583","1042","1310"
"1584","1111","1273"
"1585","1168","1087"
"1586","1175","1270"
"1587","1125","1167"
"1588","1150","1277"
"1589","1162","1406"
"1590","1167","1089"
"1591","1075","1270"
"1592","1168","1093"
"1593","1075","1273"
"1594","1167","1092"
"1595","1087","1107"
"1596","1110","1278"
"1597","1129","1404"
"1598","1182","1296"
"1599","1162","1335"
"1600","1150","1312"
"1601","1060","1012"
"1602","1167","1101"
"1603","1162","1404"
"1604","1152","1226"
"1605","1103","1187"
"1606","1162","1278"
"1607","1162","1301"
"1608","1061","1285"
"1609","1176","1089"
"1610","1061","1288"
"1611","1150","1335"
"1612","1075","1411"
"1613","1151","1268"
"1614","1132","1165"
"1615","1079","1333"
"1616","1094","1079"
"1617","1095","1089"
"1618","1134","1110"
"1619","1162","1304"
"1620","1135","1100"
"1621","1142","1051"
"1622","1150","1261"
"1623","1107","1112"
"1624","1109","1089"
"1625","1095","1095"
"1626","1145","1224"
"1627","1110","1279"
"1628","1162","1333"
"1629","1150","1313"
"1630","1149","1226"
"1631","1079","1259"
"1632","1159","1109"
"1633","1075","1334"
"1634","1111","1266"
"1635","1095","1092"
"1636","1149","1220"
"1637","1042","1269"
"1638","1162","1262"
"1639","1055","1296"
"1640","1137","1126"
"1641","1145","1227"
"1642","1152","1216"
"1643","1103","1177"
"1644","1110","1314"
"1645","1092","1221"
"1646","1140","1167"
"1647","1110","1317"
"1648","1181","1188"
"1649","1167","1091"
"1650","1152","1213"
"1651","1111","1301"
"1652","1092","1218"
"1653","1075","1404"
"1654","1181","1191"
"1655","1152","1219"
"1656","1162","1314"
"1657","1150","1271"
"1658","1110","1263"
"1659","1079","1317"
"1660","1138","1228"
"1661","1162","1317"
"1662","1092","1224"
"1663","1150","1274"
"1664","1136","1177"
"1665","1079","1323"
"1666","1110","1272"
"1667","1158","1009"
"1668","1145","1214"
"1669","1122","1003"
"1670","1159","1125"
"1671","1110","1266"
"1672","1108","1112"
"1673","1165","1175"
"1674","1150","1300"
"1675","1149","1213"
"1676","1126","1105"
"1677","1145","1211"
"1678","1162","1323"
"1679","1055","1286"
"1680","1177","1253"
"1681","1091","1003"
"1682","1105","1103"
"1683","1110","1404"
"1684","1145","1217"
"1685","1110","1301"
"1686","1055","1289"
"1687","1124","1003"
"1688","1159","1128"
"1689","1159","1131"
"1690","1141","1112"
"1691","1162","1272"
"1692","1042","1270"
"1693","1046","1033"
"1694","1046","1046"
"1695","1046","1047"
"1696","1048","1184"
"1697","1087","1123"
"1698","1110","1275"
"1699","1110","1311"
"1700","1110","1312"
"1701","1110","1325"
"1702","1110","1303"
"1703","1110","1406"
"1704","1120","1090"
"1705","1128","1218"
"1706","1150","1314"
"1707","1150","1404"
"1708","1150","1324"
"1709","1150","1322"
"1710","1150","1270"
"1711","1150","1408"
"1712","1150","1406"
"1713","1150","1332"
"1714","1151","1316"
"1715","1168","1091"
"1716","1168","1090"
"1717","1168","1101"
"1718","1168","1095"
"1719","1168","1098"
"1720","1176","1090"
"1721","1176","1101"
"1722","1177","1286"
"1723","1177","1288"
"1724","1177","1285"
"1725","1179","1098"
"1726","1179","1089"
"1727","1179","1095"
"1728","1179","1101"
"1729","1179","1090"
"1730","1185","1007"
"1731","1186","1007"
"1732","1187","1004"
"1733","1188","1024"
"1734","1189","1175"
"1735","1190","1051"
"1736","1191","1177"
"1737","1192","1167"
"1738","1193","1103"
"1739","1194","1092"
"1740","1194","1093"
"1741","1195","1082"
"1742","1195","1084"
"1743","1196","1082"
"1744","1197","1170"
"1745","1198","1216"
"1746","1198","1215"
"1747","1199","1110"
"1748","1200","1098"
"1749","1200","1092"
"1750","1200","1096"
"1751","1200","1097"
"1752","1200","1101"
"1753","1200","1155"
"1754","1200","1091"
"1755","1200","1146"
"1756","1201","1213"
"1757","1201","1216"
"1758","1201","1210"
"1759","1201","1226"
"1760","1201","1223"
"1761","1201","1227"
"1762","1201","1214"
"1763","1201","1220"
"1764","1201","1211"
"1765","1201","1217"
"1766","1201","1218"
"1767","1201","1215"
"1768","1201","1221"
"1769","1201","1224"
"1770","1201","1219"
"1771","1201","1222"
"1772","1201","1225"
"1773","1201","1212"
"1774","1202","1051"
"1775","1203","1068"
"1776","1204","1253"
"1777","1205","1288"
"1778","1205","1285"
"1779","1205","1253"
"1780","1205","1286"
"1781","1206","1024"
"1782","1207","1091"
"1783","1207","1101"
"1784","1207","1098"
"1785","1207","1089"
"1786","1207","1092"
"1787","1207","1095"
"1788","1207","1090"
"1789","1207","1093"
"1790","1207","1087"
"1791","1208","1165"
"1792","1209","1170"
"1793","1210","1166"
"1794","1211","1224"
"1795","1211","1227"
"1796","1211","1221"
"1797","1211","1211"
"1798","1211","1212"
"1799","1211","1218"
"1800","1211","1225"
"1801","1211","1215"
"1802","1211","1222"
"1803","1211","1219"
"1804","1211","1216"
"1805","1211","1213"
"1806","1211","1226"
"1807","1211","1220"
"1808","1211","1217"
"1809","1211","1223"
"1810","1212","1092"
"1811","1213","1084"
"1812","1214","1084"
"1813","1214","1082"
"1814","1215","1028"
"1815","1216","1214"
"1816","1217","1315"
"1817","1217","1277"
"1818","1217","1280"
"1819","1217","1267"
"1820","1217","1270"
"1821","1217","1299"
"1822","1217","1325"
"1823","1217","1264"
"1824","1217","1273"
"1825","1217","1276"
"1826","1217","1279"
"1827","1217","1263"
"1828","1217","1266"
"1829","1217","1269"
"1830","1217","1260"
"1831","1217","1404"
"1832","1217","1321"
"1833","1217","1323"
"1834","1217","1317"
"1835","1217","1301"
"1836","1217","1278"
"1837","1217","1275"
"1838","1217","1304"
"1839","1217","1272"
"1840","1217","1262"
"1841","1217","1265"
"1842","1217","1333"
"1843","1217","1310"
"1844","1217","1316"
"1845","1217","1271"
"1846","1217","1268"
"1847","1217","1300"
"1848","1217","1261"
"1849","1217","1313"
"1850","1217","1274"
"1851","1218","1051"
"1852","1219","1091"
"1853","1220","1013"
"1854","1220","1010"
"1855","1220","1012"
"1856","1220","1011"
"1857","1220","1014"
"1858","1220","1075"
"1859","1221","1089"
"1860","1221","1095"
"1861","1221","1098"
"1862","1221","1087"
"1863","1222","1122"
"1864","1222","1116"
"1865","1222","1108"
"1866","1222","1123"
"1867","1222","1120"
"1868","1222","1117"
"1869","1222","1107"
"1870","1223","1092"
"1871","1223","1093"
"1872","1224","1210"
"1873","1225","1078"
"1874","1225","1056"
"1875","1225","1055"
"1876","1226","1175"
"1877","1227","1024"
"1878","1228","1128"
"1879","1228","1125"
"1880","1228","1109"
"1881","1228","1129"
"1882","1228","1126"
"1883","1228","1130"
"1884","1228","1127"
"1885","1228","1131"
"1886","1229","1002"
"1887","1230","1009"
"1888","1231","1095"
"1889","1232","1002"
"1890","1233","1312"
"1891","1233","1270"
"1892","1233","1267"
"1893","1233","1264"
"1894","1233","1277"
"1895","1233","1273"
"1896","1233","1279"
"1897","1233","1334"
"1898","1233","1266"
"1899","1233","1313"
"1900","1233","1268"
"1901","1233","1265"
"1902","1233","1269"
"1903","1233","1275"
"1904","1233","1301"
"1905","1234","1253"
"1906","1235","1166"
"1907","1235","1165"
"1908","1236","1167"
"1909","1237","1253"
"1910","1238","1177"
"1911","1239","1090"
"1912","1239","1087"
"1913","1239","1093"
"1914","1239","1091"
"1915","1239","1101"
"1916","1239","1092"
"1917","1239","1095"
"1918","1239","1098"
"1919","1239","1146"
"1920","1239","1089"
"1921","1240","1099"
"1922","1241","1009"
"1923","1242","1007"
"1924","1243","1051"
"1925","1244","1166"
"1926","1245","1051"
"1927","1246","1162"
"1928","1247","1166"
"1929","1248","1110"
"1930","1249","1175"
"1931","1250","1082"
"1932","1251","1004"
"1933","1252","1167"
"1934","1253","1217"
"1935","1253","1220"
"1936","1253","1223"
"1937","1253","1226"
"1938","1253","1213"
"1939","1253","1219"
"1940","1253","1216"
"1941","1253","1222"
"1942","1253","1215"
"1943","1253","1212"
"1944","1253","1225"
"1945","1253","1211"
"1946","1253","1214"
"1947","1253","1224"
"1948","1253","1221"
"1949","1253","1227"
"1950","1254","1170"
"1951","1255","1277"
"1952","1255","1300"
"1953","1255","1274"
"1954","1255","1332"
"1955","1255","1335"
"1956","1255","1261"
"1957","1255","1268"
"1958","1255","1271"
"1959","1255","1322"
"1960","1255","1313"
"1961","1255","1299"
"1962","1255","1270"
"1963","1255","1267"
"1964","1255","1334"
"1965","1255","1273"
"1966","1255","1325"
"1967","1255","1280"
"1968","1255","1264"
"1969","1255","1301"
"1970","1255","1278"
"1971","1255","1275"
"1972","1255","1272"
"1973","1255","1333"
"1974","1255","1262"
"1975","1255","1265"
"1976","1255","1323"
"1977","1255","1259"
"1978","1255","1279"
"1979","1255","1276"
"1980","1255","1269"
"1981","1255","1263"
"1982","1255","1266"
"1983","1255","1260"
"1984","1255","1324"
"1985","1256","1051"
"1986","1257","1222"
"1987","1257","1219"
"1988","1257","1213"
"1989","1257","1225"
"1990","1257","1212"
"1991","1257","1218"
"1992","1257","1211"
"1993","1257","1214"
"1994","1257","1227"
"1995","1257","1221"
"1996","1257","1224"
"1997","1257","1210"
"1998","1257","1223"
"1999","1257","1226"
"2000","1257","1220"
"2001","1257","1217"
"2002","1258","1103"
"2003","1259","1099"
"2004","1260","1176"
"2005","1261","1253"
"2006","1262","1298"
"2007","1262","1296"
"2008","1262","1294"
"2009","1262","1288"
"2010","1262","1285"
"2011","1262","1289"
"2012","1262","1286"
"2013","1262","1287"
"2014","1263","2033"
"2015","1010","1102"
