"id","name","nutrient_id"
"1150","Manganese (Mn)","1101"
"1151","Mn","1101"
"1152","Selenium","1103"
"1153","Selenium (Se)","1103"
"1154","Se","1103"
"1155","VITAMIN A BY HPLC   ","1104"
"1156","Vitamin A, retinol","1104"
"1157","Vit. A (IU) - Calc","1104"
"1158","Vitamin A (IU)","1104"
"1159","Vitamin A","1104"
"1160","Retinol","1105"
"1161","RETINOL BY HPLC","1105"
"1162","Vitamin A, True - Retinol","1105"
"1163","Vitamin A True Ret","1105"
"1164","B-Carotene","1107"
"1165","Beta-Carotene","1107"
"1166","Carotene, beta","1107"
"1167","BETA CAROTENE","1107"
"1168","BETA CAROTENE BY HPL","1107"
"1169","BETA CAROTENE BY HPLC","1107"
"1170","VITAMIN A (BETA CAROTENE BY HPLC)","1107"
"1171","beta-Carotene(sum)","1107"
"1172","Alpha-carotene","1108"
"1173","A-Carotene","1108"
"1174","Carotene, alpha","1108"
"1175","ALPHA CAROTENE","1108"
"1176","ALPHA CAROTENE BY HP","1108"
"1177","ALPHA CAROTENE BY HPLC","1108"
"1178","t-alpha-Carotene","1108"
"1179","alpha-tocopherol","1109"
"1180","Alpha_tocopherol_Equiv","1109"
"1181","Alpha-Toc","1109"
"1182","ALPHA TOCOPHEROL","1109"
"1183","a-t","1109"
"1184","Vitamin D","1110"
"1185","VITAMIN D BY HPLC","1110"
"1186","Vitamin D (IU)","1110"
"1187","Vitamin D2(mcg)","1111"
"1188","Vitamin D2","1111"
"1189","Total Vitamin D2 (mcg units)","1111"
"1190","Vitamin D3(mcg)","1112"
"1191","Vitamin D3","1112"
"1192","Total Vitamin D3 (mcg units)","1112"
"1193","25hydroxyD3","1113"
"1194","25 Hydroxy Vitamin D3","1113"
"1195","25(OH) Vitamin D3","1113"
"1196","25(OH) Vitamin D","1113"
"1197","Phytoene","1116"
"1198","Phytofluene","1117"
"1199","Zeaxanthin","1119"
"1200","trans-Zeaxanthin","1119"
"1201","B-cryptoxanthin","1120"
"1202","Beta-cryptoxanthin","1120"
"1203","CRYPTOXANTHIN","1120"
"1204","CRYPTOXANTHIN BY HPL","1120"
"1205","CRYPTOXANTHIN BY HPLC","1120"
"1206","t-beta-Cryptoxanthin","1120"
"1207","Lutein","1121"
"1208","trans-Lutein","1121"
"1209","Lycopene","1122"
"1210","Lycopene(sum)","1122"
"1211","Lut+Zea","1123"
"1212","Lutein + zeaxanthin","1123"
"1213","Beta_tocopherol","1125"
"1214","Tocopherol, beta","1125"
"1215","beta-tocopherol","1125"
"1216","Beta-Toc","1125"
"1217","b-T","1125"
"1218","BETA TOCOPHEROL","1125"
"1219","Gamma_tocopherol","1126"
"1220","Tocopherol, gamma","1126"
"1221","Gamma-tocopherol","1126"
"1222","Gamma-Toc","1126"
"1223","g-t","1126"
"1224","GAMMA TOCOPHEROL","1126"
"1225","Delta_tocopherol","1127"
"1226","Tocopherol, delta","1127"
"1227","delta-tocopherol","1127"
"1228","Delta-Toc","1127"
"1229","d-t","1127"
"1230","DELTA TOCOPHEROL","1127"
"1231","Alpha_tocotrienol","1128"
"1232","alpha-tocotrienol","1128"
"1233","Alpha-T3","1128"
"1234","a-t3","1128"
"1235","ALPHA TOCOTRIENOL","1128"
"1236","Beta_tocotrienol","1129"
"1237","Beta-tocotrienol","1129"
"1238","Beta-T3","1129"
"1239","b-T3","1129"
"1240","BETA TOCOTRIENOL","1129"
"1241","Gamma_tocotrienol","1130"
"1242","Gamma-tocotrienol","1130"
"1243","Gamma-T3","1130"
"1244","g-T3","1130"
"1245","GAMMA TOCOTRIENOL","1130"
"1246","Delta_tocotrienol","1131"
"1247","delta-tocotrienol","1131"
"1248","Delta-T3","1131"
"1249","d-T3","1131"
"1250","DELTA TOCOTRIENOL","1131"
"1251","Vitamin E","1158"
"1252","cis-beta-Carotene","1159"
"1253","cis-Lycopene","1160"
"1254","cis-Lutein/Zeaxanthin","1161"
"1255","Vitamin C","1162"
"1256","Vitamin C (total)","1162"
"1257","Vitamin C - Ascorbic Acid","1162"
"1258","Vitamin C Avg","1162"
"1259","Vitamin C - HPLC","1162"
"1260","Vit C","1162"
"1261","THIAMINE","1165"
"1262","Vitamin B1 - Thiamin (Fluoro)","1165"
"1263","Vitamin B1 - Thiamin HCL","1165"
"1264","Vitamin B1 (thiamin)","1165"
"1265","THIAMIN HYDROCHLORID","1165"
"1266","Vitamin B1 - Thiamine Hydrochloride","1165"
"1267","Thiamine (mg/100g)","1165"
"1268","Vitamin B1 - Thiamin Hydrochloride","1165"
"1269","THIAMIN HYDROCHLORIDE","1165"
"1270","Thiamine Hydrochloride","1165"
"1271","thiamin","1165"
"1272","Total Thiamin HCl","1165"
"1273","Total Thiamin Hydrochloride","1165"
"1274","RIBOFLAVIN","1166"
"1275","Vitamin B2 - Riboflavin","1166"
"1276","Vitamin B2 - Riboflavin (Fluoro.)","1166"
"1277","Vitamin B2 (riboflavin)","1166"
"1278","Riboflavin Avg","1166"
"1279","Vit B2","1166"
"1280","NIACIN","1167"
"1281","Niacin (Vitamin PP or B3)","1167"
"1282","Niacin Avg","1167"
"1283","Pantothenic Acid","1170"
"1284","Pantothenic acid (Vitamin B5)","1170"
"1285","Panothenic Acid","1170"
"1286","Panthothenic Acid","1170"
"1287","Vitamin B6","1175"
"1288","Vitamin B6 (pyridoxine HCL)","1175"
"1289","Vitamin B6 (pyridoxine)","1175"
"1290","PYRIDOXINE HYDROCHLO","1175"
"1291","PYRIDOXINE HYDROCHLORIDE","1175"
"1292","Vit B6","1175"
"1293","PYRODOXINE HYDROCHLORIDE","1175"
"1294","Biotin","1176"
"1295","Total Folate","1177"
"1296","Folate","1177"
"1297","Folic acid total (vitamin B9)","1177"
"1298","Folic Acid, Total","1177"
"1299","Folic Acid Total","1177"
"1300","Vitamin B12 (cyanocobalamin)","1178"
"1301","Vitamin B12","1178"
"1302","Vit B12","1178"
"1303","Total choline","1180"
"1304","Total cho","1180"
"1305","menaquinone-4","1183"
"1306","MK-4","1183"
"1307","Mena","1183"
"1308","MK4","1183"
"1309","dihydrophylloquinone","1184"
"1310","Dihydro","1184"
"1311","Dihydrophyloquinone","1184"
"1312","Phylloquinone","1185"
"1313","Phyloquinone","1185"
"1314","Phylllquinone","1185"
"1315","Folic Acid","1177"
"1316","5-MTHF","1188"
"1317","5MTHF","1188"
"1318","10-HCO FA","1191"
"1319","5-HCO H4","1192"
"1320","Free Choline","1194"
"1321","Choline","1194"
"1322","PC","1195"
"1323","PtdCho","1195"
"1324","Pcho","1196"
"1325","GPC","1197"
"1326","GPCho","1197"
"1327","Betaine","1198"
"1328","SM","1199"
"1329","TRYPTOPHAN","1210"
"1330","Tryptophan (Total)","1210"
"1331","Tryptophane","1210"
"1332","Threonine","1211"
"1333","Threonine (Total)","1211"
"1334","Isoleucine","1212"
"1335","ISO-LEUCINE","1212"
"1336","Isoleucine (Total)","1212"
"1337","Leucine","1213"
"1338","Leucine (Total)","1213"
"1339","Lysine (Total)","1214"
"1340","Lysine","1214"
"1341","Lysine, Total","1214"
"1342","Total Lysine","1214"
"1343","Methionine","1215"
"1344","Methionine (Total)","1215"
"1345","Cystine","1216"
"1346","Cystine (Total)","1216"
"1347","Phenylalanine","1217"
"1348","Phenylalanine (Total)","1217"
"1349","Tyrosine","1218"
"1350","Tyrosine (Total)","1218"
"1351","Tryosine","1218"
"1352","Valine","1219"
"1353","Valine (Total)","1219"
"1354","Arginine","1220"
"1355","Arginine (Total)","1220"
"1356","Histidine","1221"
"1357","Histidine (Total)","1221"
"1358","Alanine","1222"
"1359","Alanine (total)","1222"
"1360","Aspartic acid","1223"
"1361","Aspartic acid (Total)","1223"
"1362","Glutamic acid","1224"
"1363","Glutamic acid (Total)","1224"
"1364","Glycine","1225"
"1365","Glycine (Total)","1225"
"1366","Proline","1226"
"1367","Proline (Total)","1226"
"1368","Serine","1227"
"1369","Serine (Total)","1227"
"1370","Hydroxyproline","1228"
"1371","CYSTEINE","1232"
"1372","Cholesterol","1253"
"1373","TOTAL TRANS FATTY ACID","1257"
"1374","Total Trans Fatty Acids","1257"
"1375","Total Trans FA","1257"
"1376","Fat, saturated","1258"
"1377","Saturated fatty acids","1258"
"1378","Total Saturated Fatty Acid","1258"
"1379","SATURATED FAT","1258"
"1380","Total SFA","1258"
"1381","Butyric acid C4:0","1259"
"1382","Butyric acid C4-0","1259"
"1383","Butyric 4:0","1259"
"1384","4:0 Butanoic","1259"
"1385","4:0 Butanoic (Butyric)","1259"
"1386","4:0 BUTYRIC","1259"
"1387","C04:0 Butryic","1259"
"1388","Caproic acid C6:0","1260"
"1389","Caproic acid C6-0","1260"
"1390","Caproic 6:0","1260"
"1391","6:0 Hexanoic","1260"
"1392","6:0 Hexanoic (Caproic)","1260"
"1393","6:0 CAPROIC","1260"
"1394","C06:0 Caproic","1260"
"1395","Caprlic acid C8:0","1261"
"1396","Caprylic acid C8:0","1261"
"1397","Caprylic acid C8-0","1261"
"1398","8:0 CAPRYLIC        ","1261"
"1399","C08:0 Octanoic (Caprylic)","1261"
"1400","Caprylic 8:0","1261"
"1401","8:0 Octanoic","1261"
"1402","8:0 Octanoic (Caprylic)","1261"
"1403","Capric acid C10:0","1262"
"1404","10:0 CAPRIC         ","1262"
"1405","C10:0 Decanoic (Capric)","1262"
"1406","Capric 10:0","1262"
"1407","10:0 Decanoic","1262"
"1408","10:0 Decanoic (Capric)","1262"
"1409","Lauric acid C12:0","1263"
"1410","12:0 LAURIC         ","1263"
"1411","C12:0 Dodecanoic (Lauric)","1263"
"1412","Lauric 12:0","1263"
"1413","12:0 Dodecanoic","1263"
"1414","12:0 Dodecanoic (Lauric)","1263"
"1415","Myristic acid C14:0","1264"
"1416","14:0 MYRISTIC       ","1264"
"1417","C14:0 Tetradecanoic (Myristic)","1264"
"1418","Myristic 14:0","1264"
"1419","14:0","1264"
"1420","14:0 Tetradecanoic","1264"
"1421","14:0 Tetradecanoic (Myristic)","1264"
"1422","Palmitic acid C16:0","1265"
"1423","16:0 PALMITIC       ","1265"
"1424","C16:0 Hexadecanoic (Palmitic)","1265"
"1425","Palmitic 16:0","1265"
"1426","16:0","1265"
"1427","16:0 Hexadecanoic","1265"
"1428","16:0 Hexadecanoic (Palmitic)","1265"
"1429","C16:0","1265"
"1430","Stearic acid C18:0","1266"
"1431","18:0 STEARIC        ","1266"
"1432","C18:0 Octadecanoic (Stearic)","1266"
"1433","Stearic 18:0","1266"
"1434","18:0","1266"
"1435","18:0 Octadecanoic","1266"
"1436","18:0 Octadecanoic (Stearic)","1266"
"1437","Arachidic acid C20:0","1267"
"1438","Arachidic acid C20-0","1267"
"1439","20:0 ARACHIDIC      ","1267"
"1440","C20:0 Eicosanoic (Arachidic)","1267"
"1441","Eicosanoic 20:0","1267"
"1442","20:0 Eicosanoic","1267"
"1443","20:0 Eicosanoic (Arachidic)","1267"
"1444","Oleic acid C18:1","1268"
"1445","Oleic acid C18:1 cis+trans","1268"
"1446","18:1 OLEIC          ","1268"
"1447","C18:1 Octadecenoic (Oleic)","1268"
"1448","C18:1","1268"
"1449","Linoleic acid C18:2","1269"
"1450","Linoleic acid C18:2 cis+trans","1269"
"1451","18:2 LINOLEIC       ","1269"
"1452","C18:2 Octadecadienoic (Linoleic)","1269"
"1453","Linoleic 18:2","1269"
"1454","C18:2","1269"
"1455","Alpha-Linolenic acid  18:3 (9,12,15)","1270"
"1456","alpha-Linolenic acid  C18:3","1270"
"1457","Alpha-Linolenic acidC18:3","1270"
"1458","18:3 LINOLENIC      ","1270"
"1459","C18:3 Octadecatrienoic (Linolenic)","1270"
"1460","Linolenic 18:3","1270"
"1461","C18:3","1270"
"1462","Arachidonic acid C20:4","1271"
"1463","20:4 ARACHIDONIC    ","1271"
"1464","C20:4 Eicosatetraenoic (Arachidonic)","1271"
"1465","Arachidonic 20:4","1271"
"1466","20:4 Eicosatetraenoic","1271"
"1467","20:4  Eicosatetraenoic (Arachidonic)","1271"
"1468","20:4 ARACHIDONIC (ARA)","1271"
"1469","20:4 ARACHIDONIC (AR","1271"
"1470","DHA Docosahexaenoic acid C22:6","1272"
"1471","C22:6 Docosahexaenoic","1272"
"1472","Docosahexaenoic 22:6","1272"
"1473","22:6 Docosahexaenoic","1272"
"1474","22:6 DOCOSAHEXAENOIC (DHA)","1272"
"1475","Behenic acid C22:0","1273"
"1476","Behenic acid C22-0","1273"
"1477","22:0 BEHENIC        ","1273"
"1478","C22:0 Docosanoic (Behenic)","1273"
"1479","Behenic 22:0","1273"
"1480","22:0 Docosanoic","1273"
"1481","22:0 Docosanoic (Behenic)","1273"
"1482","Myristoleic acid C14:1","1274"
"1483","14:1 MYRISTOLEIC    ","1274"
"1484","C14:1 Tetradecenoic (Myristoleic)","1274"
"1485","Myristoleic 14:1","1274"
"1486","14:1 Tetradecenoic","1274"
"1488","Palmitoleic acid C16:1","1275"
"1489","16:1 PALMITOLEIC    ","1275"
"1490","C16:1 Hexadecenoic (Palmitoleic)","1275"
"1491","Palmitoleic 16:1","1275"
"1492","Parinaric acid C18:4","1276"
"1493","C18:4 Octadecatetraenoic","1276"
"1494","18:4 Octadecatetraenoic (Moroctic)","1276"
"1495","18:4 Octodecatetraenoic","1276"
"1496","18:4 OCTADECATETRAENIC","1276"
"1497","18:4 OCTADECATETRAEN","1276"
"1498","Eicosenoic (Gadoleic) acid C20:1","1277"
"1499","Eicosenoic acid C20:1","1277"
"1500","Gadoleic acid C20:1","1277"
"1501","Gadoleic acid C20-1","1277"
"1502","20:1 EICOSENOIC     ","1277"
"1503","C20:1 Eicosenoic (Gadoleic)","1277"
"1504","Gadoleic 20:1","1277"
"1506","EPA Ecosapentenoic acid C20:5","1278"
"1507","C20:5 Ecosapentaenoic","1278"
"1508","EPA Ecosapentenoic acid 20:5","1278"
"1509","C20:5 Eicosapentaenoic","1278"
"1510","Eicosapentaenoic 20:5","1278"
"1511","20:5 Eicosapentaenoic","1278"
"1512","20:5 EICOSAPENTAENOIC (EPA)","1278"
"1513","C20:5 Eicosapentaenoic Omega 3","1278"
"1514","Erucic acid C22:1","1279"
"1515","Erucic acid C22-1","1279"
"1516","C22:1 Docosenoic (Erucic)","1279"
"1517","Erucic 22:1","1279"
"1518","Docosapentaenoic  acid C22:5","1280"
"1519","Docosapentaenoicacid C22:5","1280"
"1520","C22:5 Docosapentaenoic","1280"
"1521","22:5 Docosapentaenoic","1280"
"1522","22:5 DOCOSAPENTAENOIC (DPA)","1280"
"1523","22:5 DOCOSAPENTAENOI","1280"
"1524","14:1 trans-Tetradecenoic","1281"
"1526","STIGMASTEROL","1285"
"1527","Phytosterols-Stigmaterol","1285"
"1528","CAMPESTEROL","1286"
"1529","Phytosterols-Campesterol","1286"
"1530","brassicasterol","1287"
"1531","BETA SITOSTEROL","1288"
"1532","Phytosterols-Beta sitoserol","1288"
"1533","beta-sitosterol","1288"
"1534","campestanol","1289"
"1535","Monounsaturated fatt acids","1292"
"1536","Monounsaturated fatty acids","1292"
"1537","Total Monounsaturated Fatty Acid","1292"
"1538","MONOUNSATURATED FAT","1292"
"1539","Total Cis MUFA","1292"
"1540","Polunsaturated fatt acids","1293"
"1541","Polyunsaturated fatty acids","1293"
"1542","Total Polyunsaturated Fatty Acid","1293"
"1543","POLYUNSATURATED FAT","1293"
"1544","Total Cis PUFA","1293"
"1545","sitostanol","1294"
"1546","delta-5-avenasterol","1296"
"1547","Pentadecanoic acid C15:0","1299"
"1548","15:0 PENTADECANOIC  ","1299"
"1549","C15:0 Pentadecanoic","1299"
"1550","Pentadecanoic 15:0","1299"
"1551","Margaric acid C17:0","1300"
"1552","17:0 HEPTADECANOIC  ","1300"
"1553","C17:0 Heptadecanoic (Margaric)","1300"
"1554","Margaric 17:0","1300"
"1555","17:0 Heptadecanoic (Margaric)","1300"
"1556","Lignoceric acid C24:0","1301"
"1557","Lignoceric acid C24-0","1301"
"1558","C24:0 Tetracosanoic (Lignoceric)","1301"
"1559","Lignoceric 24:0","1301"
"1560","24:0 Tetracosanoic","1301"
"1561","24:0 Tetracosanoic (Lignoceric)","1301"
"1562","24:0 LIGNOCERIC","1301"
"1563","16:1 trans-Hexadecenoic","1303"
"1564","Oleic acid C18:1 trans","1304"
"1565","Elaidic 18:1T","1304"
"1566","18:1t","1304"
"1567","18:1T ELAIDIC","1304"
"1568","18:1 trans-Octadecenoic (incl. Elaidic)","1304"
"1569","18:1 TRANS (TOTAL INCLUDING ELAIDATE)","1304"
"1570","22:1 trans-Docosaenoic","1305"
"1571","22:1 trans-Docosaenoic (Brassidic)","1305"
"1572","18:2 trans-Octadecadienoic","1306"
"1573","18:2 TRANS (TOTAL INCLUDING LINOELADIATE)","1306"
"1574","18:2T LINOELAIDIC","1310"
"1575","CONJUGATED LINOLEIC ACID","1311"
"1576","18:2 conj Linoleic","1311"
"1577","C24:1 Tetracosenoic (Nervonic)","1312"
"1578","Nervonic 24:1","1312"
"1579","24:1 Tetracosaenoic","1312"
"1580","24:1 Tetracosaenoic (Nervonic)","1312"
"1581","Ecosodienoic acid C20:2","1313"
"1582","20:2 EICOSADIENOIC  ","1313"
"1583","C20:2 Eicosadienoic","1313"
"1584","Eicosadienoic 20:2","1313"
"1585","C20:2 Eicosadienoic Omega 6","1313"
"1586","16:1 Hexadecenoic (Palmitoleic)","1314"
"1587","Oleic 18:1C","1315"
"1588","18:1c","1315"
"1589","18:1 Octadecenoic (incl. Oleic)","1315"
"1590","18:2c n-6","1316"
"1591","C18:2 Octadecadienoic Omega 6","1316"
"1592","18:2 Octadecadienoic (Linoleic)","1316"
"1593","22:1 Docosaenoic","1317"
"1595","22:1 ERUCIC","1317"
"1597","18:3 GAMMA LINOLENIC","1321"
"1598","Gamma Linolenic 18:3G","1321"
"1599","18:3 GAMMA LINOLENIC (GLA)","1321"
"1600","C18:3 Octadecatrienoic Omega 6","1321"
"1601","18:3 g-Linolenic","1321"
"1604","Heptadecenoic acid C17:1","1323"
"1605","17:1 HEPTADECENOIC  ","1323"
"1606","C17:1 Heptadecenoic Margaroleic","1323"
"1607","Margaroleic 17:1","1323"
"1608","17:1 Heptadecenoic (Margaroleic)","1323"
"1610","Eicosatrienoic acid C20:3","1325"
"1611","20:3 EICOSATRIENOIC ","1325"
"1612","C20:3 Eicosatrienoic","1325"
"1613","Eicosatrienoic 20:3","1325"
"1614","Tridecanoic acid C13:0","1332"
"1615","Trideylic acid C13:0","1332"
"1616","Tridecanoic 13:0","1332"
"1617","Pentadecenoic acid C15:1","1333"
"1618","15:1 PENTADECENOIC  ","1333"
"1619","C15:1 Pentadecenoic","1333"
"1620","Pentadecenoic 15:1","1333"
"1621","Docosadienoic acid C22:2","1334"
"1622","C22:2 Docosadienoic","1334"
"1623","Docosadienoic 22:2","1334"
"1624","22:2 Docosadienoic","1334"
"1625","Undecylic Acid C11:0","1335"
"1626","C11:0 Undecanoic (Hendecanoic)","1335"
"1627","Undecanoic 11:0","1335"
"1628","11:0 Undecanoic","1335"
"1629","18:3 LINOLENIC (ALA)","1404"
"1630","C18:3 Octadecatrienoic Omega 3","1404"
"1631","18:3 Octadecatrienoic (Linolenic)","1404"
"1632","C20:3 Eicosatrienoic Omega 3","1405"
"1633","20:3 11,14,17-Eicosatrienoic","1405"
"1634","C20:3 Eicosatrienoic Omega 6","1406"
"1635","20:3 8,11,14-Eicosatrienoic (gamma)","1406"
"1637","C20:4 Eicosatetraenoic Omega 6","1408"
"1638","Total 18:3 trans","1409"
"1639","C21:5 Heneicosapentaenoic","1410"
"1640","C22:4 Docosatetraenoic","1411"
"1641","22:4 Docosatetraenoic","1411"
"1642","18:1-11t (18:1t n-7)","1412"
"1645","21:0 Heneicosanoic","2006"
"1646","23:0 Tricosanoic","2007"
"1647","22:3 Docosatrienoic","2021"
"1648","5:0 Pentanoic (Valeric)","2003"
"1649","7:0 Heptanoic (Enanthic)","2004"
"1650","9:0 Nonanoic (Pelargonic)","2005"
"1651","12:1 Dodecenoic","2008"
"1652","Total Conj FA","1085"
"1653","Protein (N x 6.25)","1003"
"1654","Fat by AH","1004"
"1655","Protein (N x 5.18) Dumas Method","1003"
"1656","Protein (N x 5.46) Dumas Method","1003"
"1657","Protein (N x 5.7) Dumas Method","1003"
"1658","Protein (N x 5.95) Dumas Method","1003"
"1659","Protein (N x 6.25) Dumas","1003"
"1660","Alcohol v/v","1018"
"1661","Valeric acid","2003"
"1662","Pentanoic acid","2003"
"1663","5:0","2003"
"1664","5:0 Pentanoic","2003"
"1665","5:0 Valeric","2003"
"1666","Enanthic acid","2004"
"1667","Heptanoic acid","2004"
"1668","7:0","2004"
"1669","7:0 Heptanoic","2004"
"1670","7:0 Enanthic","2004"
"1671","9:0","2005"
"1672","Pelargonic acid","2005"
"1673","Nonanoic acid","2005"
"1674","9:0 Pelargonic","2005"
"1675","9:0 Nonanoic","2005"
"1691","Heneicosylic acid","2006"
"1692","Heneicosanoic acid","2006"
"1693","21:0","2006"
"1695","21:0 Heneicosylic","2006"
"1700","23:0","2007"
"1701","Tricosylic acid","2007"
"1702","Tricosanoic acid","2007"
"1703","23:0 Tricosylic","2007"
"1704","Thiamin HCl","1165"
"1705","Folates (may contain folic acid)","1177"
"1706","Lutein/Zeaxanthin","1123"
"1707","Nitrogen by Dumas","1002"
"1708","Fat-Soxhlet","1004"
"1709","18:3 trans-Octadecatrienoic","2019"
"1713","Pyridoxine HCl","1175"
"1716","22:1 Docosaenoic (Erucic)","2014"
"1718","22:1 Cetoleic","2015"
"1719","14:1 Tetradecenoic (Myristoleic)","2009"
"1720","20:1 Eicosenoic (incl. Gadoleic)","2012"
"1721","trans-beta-Carotene","2028"
"1722","trans-Lycopene","2029"
"1723","20:3 5,8,11-Eicosatrienoic","1414"
"1724","Total Vitamin A","1105"
"1725","20:1 trans-Eicosenoic","2013"
"1728","alpha-Cryptoxanthin","2032"
"1729","Integrated TDF","2033"
"1730","Total Dietary Fiber (HMWDF + LMWSDF)","2033"
"1740","Total Lutein/Zeaxanthin","1123"
"1741","Total Lycopene","1122"
"1742","Total beta-Carotene","1107"
"1743","25-Hydroxy Vitamin D","1113"
"1744","Folates","1177"
"1745","Total Vitamin A1 RETINOL","1105"
"1746","10:0","1262"
"1747","12:0","1263"
"1748","14:1","1274"
"1749","15:0","1299"
"1750","16:1 c","1314"
"1751","16:1 t","1303"
"1752","17:0","1300"
"1753","17:1","1323"
"1754","18:1 c","1315"
"1755","18:1 t","1304"
"1756","18:2 CLAs","1311"
"1757","18:2 n-6 c,c","1316"
